STATE_NAME	COUNTY_NAME	STATE_FIPS	COUNTY_FIPS	total	totalsd	tot95l	tot95u	five_rank	fifty_rank	ninetyfive_rank	percent	persd	per95l	per95u	adjpercent	adjpersd	adjper95l	adjper95u	lipertot09
Mississippi	Adams County	28	1	8957	445	8097	9851	2920	3078	3130	39.9	2	36.1	43.9	38.8	2.1	34.9	42.9	3
Mississippi	Alcorn County	28	3	9233	640	7996	10484	2184	2779	3048	34.7	2.4	30.1	39.5	33.8	2.4	29.2	38.6	3
Mississippi	Amite County	28	5	3269	245	2796	3759	1903	2598	2986	33.2	2.5	28.4	38.2	32.3	2.5	27.6	37.3	3
Mississippi	Attala County	28	7	5154	322	4535	5779	2459	2905	3082	36.2	2.3	31.9	40.6	35.2	2.3	30.8	39.7	3
Mississippi	Benton County	28	9	1987	211	1594	2411	1733	2722	3086	34.2	3.6	27.4	41.4	33.3	3.6	26.7	40.6	3
Mississippi	Bolivar County	28	11	8119	526	7125	9182	1844	2450	2871	31.5	2	27.6	35.6	31.4	2	27.6	35.5	3
Mississippi	Calhoun County	28	13	3933	301	3364	4540	2475	2957	3116	37	2.8	31.6	42.7	36	2.8	30.6	41.7	3
Mississippi	Carroll County	28	15	2582	209	2192	3007	1704	2492	2958	32.7	2.7	27.8	38.1	31.6	2.6	26.7	36.8	3
Mississippi	Chickasaw County	28	17	4435	351	3754	5146	2011	2701	3034	33.8	2.7	28.6	39.2	33.1	2.7	28	38.5	3
Mississippi	Choctaw County	28	19	1970	187	1620	2346	1053	2027	2749	30.1	2.9	24.7	35.8	29	2.8	23.8	34.7	3
Mississippi	Claiborne County	28	21	2998	270	2489	3550	2817	3101	3141	40	3.6	33.2	47.3	39.9	3.6	33.1	47.2	3
Mississippi	Clarke County	28	23	4853	336	4187	5533	2721	3042	3129	38.9	2.7	33.6	44.4	37.7	2.7	32.4	43.2	3
Mississippi	Clay County	28	25	5525	373	4817	6255	2642	3000	3119	37.4	2.5	32.6	42.4	36.8	2.5	32	41.7	3
Mississippi	Coahoma County	28	27	6496	419	5680	7324	2585	2958	3102	36.4	2.3	31.8	41.1	36.1	2.4	31.5	40.7	3
Mississippi	Copiah County	28	29	7674	554	6617	8788	2671	3015	3125	37.7	2.7	32.5	43.2	37.1	2.7	32	42.6	3
Mississippi	Covington County	28	31	4521	388	3794	5309	1509	2350	2914	31.2	2.7	26.2	36.7	30.8	2.7	25.7	36.2	3
Mississippi	DeSoto County	28	33	33128	1428	30367	35920	1880	2279	2617	30.3	1.3	27.7	32.8	30.3	1.3	27.8	32.9	3
Mississippi	Forrest County	28	35	18726	1046	16690	20803	2179	2643	2935	32.4	1.8	28.9	36	32.7	1.8	29.2	36.3	3
Mississippi	Franklin County	28	37	2356	185	2006	2723	2694	3043	3133	38.9	3.1	33.1	44.9	37.9	3	32.2	44	3
Mississippi	George County	28	39	5157	319	4544	5802	2152	2690	2988	33.4	2.1	29.4	37.6	33	2.1	29	37.2	3
Mississippi	Greene County	28	41	3507	334	2879	4174	1772	2647	3055	32.2	3.1	26.5	38.4	32.8	3.1	27	38.8	3
Mississippi	Grenada County	28	43	5869	382	5114	6634	2452	2890	3078	35.7	2.3	31.1	40.3	35	2.3	30.4	39.7	3
Mississippi	Hancock County	28	45	9042	566	7965	10172	1391	2007	2566	29.7	1.9	26.2	33.5	28.9	1.9	25.3	32.7	3
Mississippi	Harrison County	28	47	38479	1968	34704	42355	1577	2110	2556	29.7	1.5	26.8	32.7	29.4	1.5	26.5	32.5	3
Mississippi	Hinds County	28	49	60546	2442	55814	65345	2669	2898	3040	35.3	1.4	32.5	38	35.2	1.4	32.4	38	3
Mississippi	Holmes County	28	51	4713	320	4095	5342	2460	2902	3086	35.4	2.4	30.8	40.1	35.2	2.4	30.5	40	3
Mississippi	Humphreys County	28	53	2224	190	1859	2616	2001	2731	3056	33.7	2.9	28.2	39.7	33.5	2.9	28	39.4	3
Mississippi	Issaquena County	28	55	446	52	352	557	1733	2754	3113	34.1	4	26.9	42.6	33.8	4	26.6	42.3	3
Mississippi	Itawamba County	28	57	6055	454	5172	6987	2398	2926	3101	36.4	2.7	31.1	42	35.5	2.7	30.2	41.2	3
Mississippi	Jackson County	28	59	27758	1411	25058	30602	1476	1964	2438	29.2	1.5	26.3	32.2	28.7	1.5	25.9	31.7	2
Mississippi	Jasper County	28	61	4670	335	4039	5351	2435	2915	3099	36.2	2.6	31.3	41.5	35.4	2.6	30.5	40.8	3
Mississippi	Jefferson County	28	63	2452	214	2036	2882	2567	3023	3131	37.5	3.3	31.1	44.1	37.2	3.2	30.9	43.7	3
Mississippi	Jefferson Davis County	28	65	2889	246	2426	3374	1546	2376	2926	31.6	2.7	26.5	36.9	31	2.7	25.9	36.3	3
Mississippi	Jones County	28	67	15714	868	14034	17405	2050	2557	2895	32.5	1.8	29	36	32	1.8	28.5	35.6	3
Mississippi	Kemper County	28	69	2383	207	1983	2804	1846	2678	3048	33.5	2.9	27.9	39.4	32.9	2.9	27.2	38.7	3
Mississippi	Lafayette County	28	71	9188	679	7866	10528	1299	2014	2615	28.4	2.1	24.3	32.5	28.9	2.1	24.9	33.1	2
Mississippi	Lamar County	28	73	9930	670	8640	11279	1335	1979	2543	28.7	1.9	24.9	32.5	28.8	1.9	25.1	32.6	2
Mississippi	Lauderdale County	28	75	16963	826	15393	18691	1699	2185	2610	30.3	1.5	27.5	33.4	29.8	1.5	27	32.9	3
Mississippi	Lawrence County	28	77	3330	248	2857	3837	2185	2780	3062	34.8	2.6	29.9	40.1	33.9	2.6	29.1	39.2	3
Mississippi	Leake County	28	79	5963	396	5224	6782	2842	3071	3134	39.3	2.6	34.4	44.6	38.7	2.6	33.8	44.1	3
Mississippi	Lee County	28	81	17843	985	15942	19820	1769	2313	2726	30.9	1.7	27.6	34.3	30.5	1.7	27.2	33.9	3
Mississippi	Leflore County	28	83	8390	487	7470	9349	2527	2898	3072	35.2	2	31.4	39.2	35.2	2	31.3	39.2	3
Mississippi	Lincoln County	28	85	8712	472	7818	9628	2399	2797	3021	34.8	1.9	31.2	38.5	34.1	1.9	30.5	37.7	3
Mississippi	Lowndes County	28	87	14277	727	12828	15752	2332	2736	2977	33.8	1.7	30.4	37.3	33.4	1.7	30	36.9	3
Mississippi	Madison County	28	89	16919	1131	14762	19185	819	1359	1979	25.9	1.7	22.6	29.4	25.9	1.7	22.6	29.3	2
Mississippi	Marion County	28	91	5310	396	4556	6103	1258	2013	2632	29.6	2.2	25.4	34	28.9	2.2	24.8	33.3	3
Mississippi	Marshall County	28	93	10237	672	8936	11596	2745	3033	3125	38.1	2.5	33.2	43.1	37.5	2.5	32.6	42.5	3
Mississippi	Monroe County	28	95	9772	590	8669	10962	2554	2939	3093	36.5	2.2	32.4	40.9	35.7	2.2	31.5	40.2	3
Mississippi	Montgomery County	28	97	2978	207	2581	3393	2558	2967	3109	37	2.6	32.1	42.2	36.1	2.6	31.2	41.2	3
Mississippi	Neshoba County	28	99	7105	475	6211	8068	2228	2762	3035	34.1	2.3	29.8	38.7	33.7	2.3	29.3	38.2	3
Mississippi	Newton County	28	101	5359	370	4661	6096	2086	2699	3009	33.7	2.3	29.3	38.3	33	2.3	28.6	37.6	3
Mississippi	Noxubee County	28	103	2726	219	2304	3175	2039	2722	3051	33.9	2.7	28.7	39.5	33.4	2.7	28.2	39	3
Mississippi	Oktibbeha County	28	105	8523	627	7351	9781	979	1595	2259	26.3	1.9	22.7	30.2	27	1.9	23.3	30.8	2
Mississippi	Panola County	28	107	9121	528	8118	10163	2700	2994	3109	37.1	2.1	33.1	41.4	36.6	2.2	32.6	40.9	3
Mississippi	Pearl River County	28	109	12307	688	10985	13673	1419	1988	2482	29.5	1.7	26.3	32.8	28.8	1.7	25.7	32.1	3
Mississippi	Perry County	28	111	3125	267	2615	3658	2396	2946	3115	36.5	3.1	30.5	42.7	35.8	3.1	29.9	42	3
Mississippi	Pike County	28	113	9885	515	8872	10889	2546	2903	3066	35.9	1.9	32.2	39.5	35.2	1.9	31.5	39	3
Mississippi	Pontotoc County	28	115	7208	561	6118	8322	2219	2823	3079	35	2.7	29.7	40.4	34.4	2.7	29.1	39.8	3
Mississippi	Prentiss County	28	117	6149	500	5195	7148	1800	2557	3005	32.9	2.7	27.8	38.2	32.2	2.7	27	37.6	3
Mississippi	Quitman County	28	119	2049	191	1691	2431	2123	2863	3109	35.2	3.3	29	41.7	34.8	3.3	28.7	41.2	3
Mississippi	Rankin County	28	121	28994	1634	25930	32273	1266	1794	2305	27.9	1.6	25	31.1	27.9	1.6	25	31	2
Mississippi	Scott County	28	123	7189	493	6224	8159	2386	2888	3083	35.4	2.4	30.6	40.1	35	2.4	30.2	39.7	3
Mississippi	Sharkey County	28	125	1314	143	1049	1610	2043	2901	3125	35.8	3.9	28.6	43.8	35.2	3.8	28.1	43.1	3
Mississippi	Simpson County	28	127	6491	565	5409	7627	1728	2549	3002	32.7	2.8	27.3	38.4	32.1	2.8	26.8	37.7	3
Mississippi	Smith County	28	129	4006	315	3393	4640	2290	2888	3099	35.7	2.8	30.3	41.4	35	2.8	29.6	40.7	3
Mississippi	Stone County	28	131	3633	239	3177	4109	1660	2291	2782	30.8	2	26.9	34.8	30.5	2	26.7	34.5	3
Mississippi	Sunflower County	28	133	7201	509	6219	8222	2362	2859	3077	34.4	2.4	29.7	39.2	34.6	2.4	30	39.4	3
Mississippi	Tallahatchie County	28	135	3070	251	2595	3578	2035	2752	3055	34	2.8	28.8	39.7	33.6	2.8	28.3	39.2	3
Mississippi	Tate County	28	137	6279	423	5477	7136	1962	2580	2944	32.7	2.2	28.6	37.2	32.2	2.2	28.1	36.6	3
Mississippi	Tippah County	28	139	6184	473	5260	7129	2843	3092	3139	40	3.1	34	46.1	39.4	3.1	33.4	45.6	3
Mississippi	Tishomingo County	28	141	4380	407	3615	5214	1154	2126	2850	30.6	2.8	25.2	36.4	29.5	2.9	24.1	35.3	3
Mississippi	Tunica County	28	143	2716	227	2284	3173	2803	3083	3139	39.3	3.3	33	45.9	39.1	3.3	32.9	45.7	3
Mississippi	Union County	28	145	6323	534	5303	7396	1668	2521	2989	32.3	2.7	27.1	37.8	31.9	2.7	26.6	37.4	3
Mississippi	Walthall County	28	147	3900	288	3352	4480	2364	2874	3088	35.5	2.6	30.5	40.7	34.9	2.6	29.9	40.1	3
Mississippi	Warren County	28	149	10519	739	9079	11981	1669	2360	2862	31.4	2.2	27.1	35.7	30.9	2.2	26.6	35.2	3
Mississippi	Washington County	28	151	13680	640	12418	14950	2722	2970	3085	36.8	1.7	33.4	40.2	36.2	1.8	32.7	39.7	3
Mississippi	Wayne County	28	153	4751	374	4025	5496	1788	2547	2979	32.5	2.6	27.6	37.6	32	2.5	27	37.1	3
Mississippi	Webster County	28	155	2525	223	2104	2986	2031	2791	3089	35	3.1	29.2	41.4	34	3.1	28.2	40.3	3
Mississippi	Wilkinson County	28	157	2636	223	2218	3086	2295	2906	3109	35.6	3	29.9	41.6	35.3	3	29.6	41.4	3
Mississippi	Winston County	28	159	4881	372	4168	5603	2164	2801	3067	34.9	2.7	29.8	40	34.1	2.7	29	39.3	3
Mississippi	Yalobusha County	28	161	3521	271	3002	4062	2235	2828	3081	35.3	2.7	30.1	40.7	34.4	2.7	29.3	39.9	3
Mississippi	Yazoo County	28	163	7171	619	5967	8395	2269	2902	3107	35.4	3.1	29.4	41.4	35.2	3	29.3	41.2	3
Missouri	Adair County	29	1	5647	538	4627	6726	1554	2494	2996	31.4	3	25.7	37.4	31.6	3	25.9	37.6	3
Missouri	Andrew County	29	3	3138	360	2458	3859	341	1012	2035	25.1	2.9	19.6	30.9	24.2	2.8	18.9	30	2
Missouri	Atchison County	29	5	1308	169	990	1651	531	1571	2731	28.9	3.7	21.9	36.5	27	3.6	20.1	34.5	2
Missouri	Audrain County	29	7	5940	678	4664	7312	1249	2404	3022	32	3.7	25.1	39.4	31.1	3.6	24.3	38.4	3
Missouri	Barry County	29	9	8456	991	6661	10496	1275	2473	3063	33	3.9	26	40.9	31.6	3.8	24.7	39.5	3
Missouri	Barton County	29	11	2611	389	1916	3428	506	1697	2900	29.1	4.3	21.4	38.2	27.7	4.2	20.2	36.7	2
Missouri	Bates County	29	13	3534	462	2682	4487	551	1668	2784	28.8	3.8	21.9	36.6	27.4	3.7	20.7	35	2
Missouri	Benton County	29	15	4822	592	3684	5991	864	2166	2974	32.8	4	25.1	40.8	29.7	3.9	22.2	37.5	3
Missouri	Bollinger County	29	17	2884	374	2192	3649	1142	2442	3075	32.8	4.3	24.9	41.5	31.5	4.2	23.8	40	3
Missouri	Boone County	29	19	24188	2118	20179	28537	241	576	1132	21.1	1.9	17.6	24.9	21.7	1.8	18.1	25.4	1
Missouri	Buchanan County	29	21	20304	1176	18067	22736	1668	2235	2724	30.7	1.8	27.3	34.4	30.1	1.8	26.7	33.8	3
Missouri	Butler County	29	23	10138	968	8283	12082	1529	2504	3010	33.1	3.2	27	39.4	31.7	3.1	25.7	37.9	3
Missouri	Caldwell County	29	25	2085	281	1569	2656	882	2220	3027	31.9	4.3	24	40.6	30.2	4.2	22.4	38.9	3
Missouri	Callaway County	29	27	9362	1056	7393	11550	926	1956	2828	29	3.3	22.9	35.8	28.7	3.2	22.7	35.4	2
Missouri	Camden County	29	29	10626	1209	8375	13054	1102	2334	3003	33.1	3.8	26.1	40.6	30.6	3.7	23.8	38.2	3
Missouri	Cape Girardeau County	29	31	15116	1372	12517	17886	825	1634	2451	27.8	2.5	23	32.9	27.2	2.5	22.4	32.3	2
Missouri	Carroll County	29	33	1918	209	1534	2334	486	1297	2328	27.2	3	21.7	33.1	25.6	2.9	20.2	31.5	2
Missouri	Carter County	29	35	1332	192	966	1721	728	2144	3020	31.2	4.5	22.6	40.3	29.7	4.4	21.4	38.5	3
Missouri	Cass County	29	37	19551	1758	16166	23066	820	1631	2437	27.5	2.5	22.7	32.4	27.1	2.5	22.4	32.1	2
Missouri	Cedar County	29	39	3013	420	2245	3910	526	1745	2901	30.1	4.2	22.4	39	27.8	4.1	20.4	36.6	3
Missouri	Chariton County	29	41	1789	206	1397	2195	826	1968	2853	31	3.6	24.2	38.1	28.8	3.5	22.3	35.8	3
Missouri	Christian County	29	43	14556	1625	11528	17867	556	1428	2413	26.4	2.9	20.9	32.4	26.2	2.9	20.8	32.2	2
Missouri	Clark County	29	45	1704	215	1301	2144	1025	2323	3040	32.4	4.1	24.7	40.7	30.6	4	23.1	38.9	3
Missouri	Clay County	29	47	43819	2969	38175	49846	903	1479	2114	26.5	1.8	23.1	30.1	26.4	1.8	23	30.1	2
Missouri	Clinton County	29	49	4642	553	3589	5758	876	2011	2875	30.1	3.6	23.3	37.4	29	3.5	22.3	36.1	3
Missouri	Cole County	29	51	14565	1385	11950	17421	669	1383	2251	26.3	2.5	21.6	31.4	26	2.5	21.4	31.1	2
Missouri	Cooper County	29	53	3375	471	2513	4347	382	1294	2587	26.3	3.7	19.6	33.9	25.7	3.6	19.1	33.2	2
Missouri	Crawford County	29	55	5097	669	3875	6537	719	1874	2898	29.5	3.9	22.4	37.8	28.5	3.8	21.5	36.7	3
Missouri	Dade County	29	57	1578	243	1137	2094	342	1444	2780	28.5	4.4	20.6	37.9	26.4	4.3	18.6	35.5	2
Missouri	Dallas County	29	59	3593	497	2715	4611	670	1904	2941	29.8	4.1	22.5	38.2	28.6	4	21.4	37	3
Missouri	Daviess County	29	61	1643	210	1253	2074	548	1653	2778	28.9	3.7	22	36.5	27.4	3.6	20.7	34.8	2
Missouri	DeKalb County	29	63	2866	332	2241	3539	1051	2160	2920	29.7	3.4	23.2	36.7	29.7	3.4	23.3	36.7	3
Missouri	Dent County	29	65	3515	445	2682	4437	878	2120	2978	31.3	4	23.9	39.5	29.6	3.9	22.3	37.8	3
Missouri	Douglas County	29	67	3039	413	2284	3896	612	1818	2877	29.9	4.1	22.5	38.3	28.1	4	20.9	36.5	3
Missouri	Dunklin County	29	69	9441	842	7835	11079	2866	3113	3142	42.4	3.8	35.2	49.7	40.7	3.8	33.5	48.2	3
Missouri	Franklin County	29	71	20209	2265	15923	24775	602	1542	2503	27.5	3.1	21.6	33.7	26.7	3	20.9	32.8	2
Missouri	Gasconade County	29	73	3794	488	2903	4795	1095	2376	3071	33.1	4.3	25.3	41.8	31.1	4.2	23.5	39.8	3
Missouri	Gentry County	29	75	1381	157	1081	1696	747	1857	2805	30.7	3.5	24	37.7	28.2	3.4	21.8	35.3	3
Missouri	Greene County	29	77	51573	3823	44271	59501	653	1212	1925	25.5	1.9	21.9	29.5	25.2	1.9	21.6	29.2	2
Missouri	Grundy County	29	79	2097	250	1630	2601	484	1410	2564	28.2	3.4	21.9	34.9	26.2	3.3	20.2	33	2
Missouri	Harrison County	29	81	2102	221	1696	2557	1200	2237	2965	32.4	3.4	26.2	39.4	30.3	3.4	24.2	37.4	3
Missouri	Henry County	29	83	5345	674	4071	6701	908	2196	2997	31.9	4	24.3	40	30	4	22.6	38.1	3
Missouri	Hickory County	29	85	2128	298	1581	2736	373	1411	2667	29.5	4.1	21.9	37.9	26.3	4	19.1	34.4	3
Missouri	Holt County	29	87	1073	142	802	1362	464	1553	2707	29	3.9	21.7	36.9	26.9	3.7	19.8	34.5	2
Missouri	Howard County	29	89	2387	295	1830	3008	1219	2454	3070	32.6	4	25	41	31.5	4	24	39.8	3
Missouri	Howell County	29	91	8710	834	7090	10457	1067	2016	2801	30.7	2.9	25	36.8	29	2.9	23.4	35.1	3
Missouri	Iron County	29	93	2156	284	1611	2733	611	1774	2838	29.5	3.9	22	37.4	28	3.8	20.8	35.7	3
Missouri	Jackson County	29	95	132382	5680	121780	143967	917	1284	1668	25.7	1.1	23.7	28	25.5	1.1	23.4	27.7	5
Missouri	Jasper County	29	97	22693	2149	18694	27034	708	1483	2368	26.9	2.5	22.2	32.1	26.5	2.5	21.8	31.6	2
Missouri	Jefferson County	29	99	49945	4318	41676	58844	1497	2365	2934	31.2	2.7	26.1	36.8	30.9	2.7	25.8	36.3	3
Missouri	Johnson County	29	101	11012	892	9329	12825	1303	2110	2719	29.1	2.4	24.7	33.9	29.5	2.4	25.1	34.3	2
Missouri	Knox County	29	103	936	131	701	1202	735	2082	2997	31.6	4.4	23.6	40.6	29.4	4.3	21.5	38.3	3
Missouri	Laclede County	29	105	8982	923	7211	10851	1795	2769	3101	35	3.6	28.1	42.3	33.7	3.6	26.9	41	3
Missouri	Lafayette County	29	107	6729	760	5285	8304	581	1558	2571	28.2	3.2	22.1	34.8	26.8	3.1	20.9	33.2	2
Missouri	Lawrence County	29	109	7946	966	6167	9970	753	1913	2853	29.7	3.6	23.1	37.3	28.5	3.6	22	35.9	3
Missouri	Lewis County	29	111	2184	265	1693	2732	833	1991	2909	30.3	3.7	23.5	37.9	29	3.6	22.3	36.5	3
Missouri	Lincoln County	29	113	10054	1378	7520	12894	493	1523	2704	26.9	3.7	20.1	34.4	26.8	3.6	20.1	34.3	2
Missouri	Linn County	29	115	3199	297	2633	3798	1730	2659	3068	34.8	3.2	28.7	41.4	32.9	3.2	26.7	39.4	3
Missouri	Livingston County	29	117	3633	384	2908	4422	1524	2590	3064	34.1	3.6	27.3	41.5	32.4	3.6	25.8	39.9	3
Missouri	McDonald County	29	119	5079	661	3861	6461	1148	2410	3059	31.7	4.1	24.1	40.3	31.2	4.1	23.7	39.7	3
Missouri	Macon County	29	121	3492	340	2858	4195	1049	2001	2800	30.8	3	25.2	37	29	3	23.5	35.2	3
Missouri	Madison County	29	123	2741	374	2058	3518	651	1933	2924	30.1	4.1	22.6	38.6	28.7	4.1	21.2	37.1	3
Missouri	Maries County	29	125	2029	272	1531	2587	839	2078	2979	30.8	4.1	23.2	39.3	29.4	4	22.1	37.8	3
Missouri	Marion County	29	127	6475	562	5411	7594	1376	2264	2877	31.6	2.7	26.4	37	30.2	2.7	25.1	35.7	3
Missouri	Mercer County	29	129	920	113	708	1147	1453	2672	3104	35.7	4.4	27.5	44.5	33	4.3	25	41.6	3
Missouri	Miller County	29	131	5610	723	4257	7080	925	2198	2997	31.1	4	23.6	39.2	30	4	22.6	38.1	3
Missouri	Mississippi County	29	133	3737	428	2926	4606	2247	3023	3138	38.4	4.4	30.1	47.3	37.3	4.3	29.1	46.1	3
Missouri	Moniteau County	29	135	3544	447	2736	4471	1335	2524	3080	32.4	4.1	25	40.9	31.9	4.1	24.6	40.3	3
Missouri	Monroe County	29	137	1919	241	1474	2420	570	1598	2703	28.8	3.6	22.1	36.3	27.1	3.5	20.5	34.5	2
Missouri	Montgomery County	29	139	2634	353	1979	3379	674	1861	2933	30.3	4.1	22.8	38.9	28.5	4	21.2	36.9	3
Missouri	Morgan County	29	141	5780	599	4662	7000	1991	2880	3123	37.6	3.9	30.3	45.6	35	3.9	27.7	43	3
Missouri	New Madrid County	29	143	4053	471	3177	4997	1071	2255	2983	31.6	3.7	24.8	38.9	30.3	3.6	23.6	37.5	3
Missouri	Newton County	29	145	12722	1378	10171	15523	1226	2297	2979	31.6	3.4	25.2	38.5	30.6	3.4	24.3	37.4	3
Missouri	Nodaway County	29	147	5007	451	4162	5918	1431	2308	2921	30.4	2.7	25.3	36	30.5	2.8	25.4	36.1	3
Missouri	Oregon County	29	149	2643	339	2008	3351	1321	2652	3107	34.8	4.5	26.5	44.2	32.8	4.4	24.6	42	3
Missouri	Osage County	29	151	2736	380	2046	3520	452	1518	2703	27.7	3.8	20.7	35.6	26.8	3.8	19.9	34.5	2
Missouri	Ozark County	29	153	2282	315	1706	2951	713	1995	2977	31.6	4.4	23.6	40.9	29	4.2	21.3	37.9	3
Missouri	Pemiscot County	29	155	4634	488	3709	5639	2191	2938	3129	36.9	3.9	29.5	44.9	35.8	3.8	28.5	43.8	3
Missouri	Perry County	29	157	3680	481	2795	4673	421	1303	2501	26.8	3.5	20.3	34	25.7	3.5	19.4	32.9	2
Missouri	Pettis County	29	159	9769	973	7880	11739	1475	2499	3022	32.8	3.3	26.5	39.4	31.8	3.2	25.5	38.3	3
Missouri	Phelps County	29	161	8620	967	6808	10605	683	1681	2634	28.1	3.2	22.2	34.6	27.5	3.1	21.5	33.9	2
Missouri	Pike County	29	163	4489	417	3702	5335	1585	2470	2980	32.3	3	26.6	38.4	31.5	3	25.9	37.6	3
Missouri	Platte County	29	165	18904	1716	15661	22459	1039	1842	2613	28.4	2.6	23.5	33.7	28.1	2.5	23.3	33.3	2
Missouri	Polk County	29	167	6183	785	4735	7848	582	1599	2741	28.1	3.6	21.5	35.6	27.2	3.5	20.6	34.7	2
Missouri	Pulaski County	29	169	8151	968	6314	10096	676	1715	2661	26.6	3.2	20.6	32.9	27.5	3.2	21.4	33.8	2
Missouri	Putnam County	29	171	1094	142	833	1387	662	1876	2903	30.7	4	23.4	39	28.5	3.9	21.4	36.7	3
Missouri	Ralls County	29	173	2136	277	1614	2697	653	1776	2823	29.4	3.8	22.2	37.2	28	3.7	21	35.5	2
Missouri	Randolph County	29	175	6128	579	5035	7295	1571	2487	2998	32.3	3.1	26.6	38.5	31.6	3	25.9	37.7	3
Missouri	Ray County	29	177	5438	638	4238	6695	1187	2339	3004	32.1	3.8	25	39.5	30.8	3.7	23.9	38.2	3
Missouri	Reynolds County	29	179	1648	212	1251	2091	1382	2626	3104	34.8	4.5	26.4	44.2	32.9	4.4	24.7	42	3
Missouri	Ripley County	29	181	3557	423	2768	4423	1729	2831	3123	36.1	4.3	28.1	44.8	34.4	4.3	26.5	43.2	3
Missouri	St. Charles County	29	183	62987	5306	52672	73532	502	1057	1790	24.6	2.1	20.6	28.7	24.4	2	20.4	28.5	2
Missouri	St. Clair County	29	185	2382	309	1828	3048	1004	2273	3059	33.3	4.3	25.6	42.7	30.6	4.2	23.2	39.8	3
Missouri	Ste. Genevieve County	29	186	4481	526	3491	5575	1562	2678	3093	34.4	4	26.8	42.8	33	4	25.6	41.2	3
Missouri	St. Francois County	29	187	13342	1341	10894	16165	775	1631	2551	27.7	2.8	22.6	33.6	27.2	2.8	22.1	33	2
Missouri	St. Louis County	29	189	179604	7615	164812	194833	637	927	1293	24.6	1	22.5	26.6	23.8	1.1	21.7	25.9	5
Missouri	Saline County	29	195	4891	479	3970	5870	997	1954	2733	29.7	2.9	24.1	35.6	28.7	2.9	23.2	34.7	3
Missouri	Schuyler County	29	197	951	132	704	1224	604	1818	2940	30.6	4.3	22.7	39.4	28.4	4.2	20.6	37.1	3
Missouri	Scotland County	29	199	997	136	750	1281	601	1774	2858	29.3	4	22	37.6	28	3.9	20.8	36.2	2
Missouri	Scott County	29	201	9944	1023	8042	12007	1661	2642	3070	33.7	3.5	27.3	40.7	32.7	3.4	26.3	39.7	3
Missouri	Shannon County	29	203	1978	261	1489	2511	1000	2365	3055	32.4	4.3	24.4	41.1	30.9	4.2	23.1	39.5	3
Missouri	Shelby County	29	205	1387	177	1057	1738	646	1876	2861	30.4	3.9	23.2	38.1	28.3	3.8	21.3	35.9	3
Missouri	Stoddard County	29	207	8862	845	7259	10593	2703	3089	3141	41.1	3.9	33.6	49.1	39.4	3.9	31.8	47.5	3
Missouri	Stone County	29	209	7118	861	5526	8900	548	1523	2652	29	3.5	22.5	36.2	26.7	3.4	20.5	34	2
Missouri	Sullivan County	29	211	1530	197	1160	1934	775	2049	2935	30.9	4	23.4	39	29.1	3.9	21.7	37.1	3
Missouri	Taney County	29	213	10914	1262	8616	13493	927	2079	2920	30.7	3.5	24.2	37.9	29.3	3.5	22.8	36.6	3
Missouri	Texas County	29	215	6183	694	4870	7575	1357	2508	3063	33.4	3.8	26.3	41	31.9	3.7	24.9	39.5	3
Missouri	Vernon County	29	217	4584	560	3550	5719	1076	2285	3023	32	3.9	24.8	39.9	30.5	3.9	23.4	38.2	3
Missouri	Warren County	29	219	6644	886	4975	8520	671	1866	2887	29.2	3.9	21.8	37.4	28.3	3.8	21.2	36.3	2
Missouri	Washington County	29	221	5097	714	3804	6556	594	1758	2853	28.3	4	21.2	36.5	27.8	3.9	20.7	35.8	2
Missouri	Wayne County	29	223	3062	394	2326	3864	881	2229	3019	32.4	4.2	24.6	40.9	30.1	4.1	22.6	38.5	3
Missouri	Webster County	29	225	6565	892	4948	8451	320	1184	2409	25.7	3.5	19.4	33.1	25.2	3.4	18.9	32.5	2
Missouri	Worth County	29	227	482	71	358	631	550	1808	2957	30.9	4.6	22.9	40.5	28.3	4.4	20.5	37.6	3
Missouri	Wright County	29	229	4578	520	3628	5673	1762	2767	3116	35.8	4.1	28.3	44.3	34	4.1	26.6	42.5	3
Missouri	St. Louis city	29	510	73630	2983	67840	79814	1345	1736	2131	27.5	1.1	25.3	29.8	27.7	1.1	25.5	29.9	5
Montana	Beaverhead County	30	1	1396	154	1114	1713	95	353	949	20.9	2.3	16.7	25.7	20	2.3	15.8	24.7	1
Montana	Big Horn County	30	3	2271	148	1984	2570	1022	1623	2226	27.2	1.8	23.8	30.8	27.1	1.8	23.7	30.6	2
Montana	Blaine County	30	5	1470	86	1303	1647	2075	2600	2937	33.6	2	29.8	37.7	32.4	2	28.7	36.4	3
Montana	Broadwater County	30	7	929	115	716	1159	211	815	1918	24.9	3.1	19.2	31.1	23.2	3	17.6	29.4	2
Montana	Carbon County	30	9	1994	209	1615	2439	437	1141	2113	26.4	2.8	21.3	32.2	24.8	2.7	19.9	30.6	2
Montana	Carter County	30	11	323	41	244	408	1044	2312	3039	32.6	4.1	24.7	41.2	30.7	4.1	23	39	3
Montana	Cascade County	30	13	14881	755	13423	16403	532	861	1287	24.3	1.2	21.9	26.8	23.4	1.3	21	25.9	2
Montana	Chouteau County	30	15	1142	105	942	1352	900	1740	2592	29.4	2.7	24.2	34.8	27.7	2.6	22.8	33	2
