prediction,qbaked,qduck,qhungry,qcasserole,qscallops,qlasagna,qhotdog,qfries,qsoy,qgreen,qturkey,qgrits,qhealthy,qcranberries,qfruit,qcook,qbrunch,qwatercress,qsupper,qtoast,qmeat,qhot,qpotato,qolive,qdiner,feedback,heightcm,weightkg,lat,lng,comments,gender,age
0,1,NA,0,0,NA,1,NA,NA,0,2,2,NA,NA,0,2,2,0,1,1,NA,NA,NA,2,NA,NA,1,172,68,39.4,-8.22,,male,19
0,1,NA,1,0,NA,0,0,1,2,1,1,NA,NA,NA,1,0,NA,0,0,0,0,1,NA,NA,NA,1,185,95,37.38,-122.09,,other,24
0,1,NA,0,0,NA,0,1,0,0,1,1,NA,NA,NA,1,2,NA,0,0,0,NA,NA,0,0,1,1,177,77,NA,NA,,male,28
0,1,NA,1,0,NA,0,0,1,0,1,0,0,1,NA,2,2,0,0,1,NA,NA,NA,1,NA,NA,1,180,79,40.2,-75.54,,male,20
0,1,NA,1,0,NA,0,1,1,1,2,1,NA,NA,0,2,2,0,0,1,NA,NA,NA,0,1,NA,1,183,71,NA,NA,,male,30
0,1,NA,1,0,NA,0,1,1,0,1,1,NA,NA,NA,2,2,0,0,0,0,NA,NA,1,NA,NA,1,177,70,40.33,-74.04,,male,18
0,1,NA,1,1,NA,0,2,NA,0,1,0,0,1,NA,1,1,NA,0,0,0,NA,NA,2,NA,NA,1,182,81,NA,NA,,male,26
0,1,NA,1,0,NA,1,NA,NA,0,0,1,NA,NA,NA,1,1,NA,0,0,1,NA,NA,0,1,NA,1,182,77,NA,NA,,male,20
0,1,NA,2,NA,NA,0,1,1,0,2,1,NA,NA,0,2,2,0,0,2,NA,NA,NA,2,NA,NA,1,167,61,35.74,-78.71,,female,21
0,1,NA,NA,NA,NA,0,1,1,0,2,1,NA,NA,0,1,2,NA,0,0,1,NA,NA,1,NA,NA,0,182,102,43.07,-89.46,,male,28
0,1,NA,NA,NA,NA,1,NA,NA,0,2,1,NA,NA,0,1,2,NA,0,0,1,NA,NA,2,NA,NA,1,171,63,50.08,14.44,,male,22
0,0,NA,0,0,NA,0,0,2,0,1,1,NA,NA,NA,1,1,NA,0,0,0,NA,NA,2,NA,NA,1,182,81,38.95,-92.33,,male,22
0,2,0,NA,NA,NA,0,0,2,NA,2,2,NA,NA,1,2,2,0,0,0,0,NA,NA,1,NA,NA,1,190,79,39.77,-86.16,,male,22
0,1,NA,1,0,NA,0,0,2,2,1,0,0,1,NA,1,2,NA,0,0,2,NA,NA,2,NA,NA,1,157,48,NA,NA,,female,23
0,1,NA,2,NA,NA,1,NA,NA,1,1,2,NA,NA,NA,2,2,1,0,0,0,NA,NA,2,NA,NA,1,160,58,NA,NA,,female,31
0,1,NA,1,0,NA,0,0,1,0,1,2,NA,NA,NA,1,1,NA,0,0,0,NA,NA,1,NA,NA,0,182,102,NA,NA,,male,23
1,1,NA,0,0,NA,0,0,0,1,1,2,NA,NA,NA,2,2,0,0,0,0,NA,NA,0,1,NA,1,167,97,NA,NA,,female,37
0,2,0,1,0,NA,0,0,0,NA,1,0,0,0,NA,1,2,NA,0,1,NA,NA,NA,0,0,0,0,152,81,27.94,-82.38,,female,33
0,1,NA,NA,NA,NA,0,1,1,2,2,1,NA,NA,1,1,1,NA,0,0,1,NA,NA,1,NA,NA,0,193,117,30.78,-81.49,,male,32
1,2,0,1,0,NA,0,0,0,NA,1,0,0,0,NA,1,1,NA,0,0,1,NA,NA,0,0,0,0,160,61,NA,NA,,female,16
0,0,NA,NA,NA,NA,1,NA,NA,0,2,1,NA,NA,0,2,2,0,0,0,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,,NA,NA
0,1,NA,NA,NA,NA,0,0,1,0,2,1,NA,NA,0,2,1,0,0,0,0,NA,NA,1,NA,NA,1,157,65,37.29,-121.89,,female,21
0,1,NA,NA,NA,NA,0,1,1,1,2,2,NA,NA,1,2,2,0,0,0,1,NA,NA,1,NA,NA,0,190,124,41.85,-88.06,,male,NA
0,1,NA,0,0,NA,0,0,0,1,1,0,0,2,NA,2,2,0,1,0,1,NA,NA,1,NA,NA,1,177,63,55.38,-3.44,,male,33
0,2,0,2,NA,NA,1,NA,NA,NA,1,0,0,1,NA,2,1,0,0,0,2,NA,NA,1,NA,NA,1,177,72,34.15,-117.51,,male,18
0,0,NA,NA,NA,NA,0,0,1,0,2,1,NA,NA,0,2,2,0,0,0,0,NA,NA,2,NA,NA,1,157,46,44.74,-93.52,,female,19
1,1,NA,NA,NA,NA,0,0,1,0,2,1,NA,NA,1,2,1,2,0,0,0,NA,NA,1,NA,NA,0,162,58,NA,NA,,NA,NA
0,1,NA,1,0,NA,0,0,1,0,0,0,0,0,NA,0,2,NA,0,1,NA,NA,NA,0,0,0,1,170,53,NA,NA,,female,22
0,1,NA,NA,NA,NA,0,0,1,0,2,0,1,0,0,1,2,NA,0,0,1,NA,NA,1,NA,NA,1,172,70,NA,NA,,male,14
1,1,NA,1,0,NA,0,0,0,1,1,0,0,1,NA,1,0,NA,0,0,0,0,2,NA,NA,NA,0,170,72,NA,NA,,male,18
0,1,NA,0,0,NA,1,NA,NA,0,1,2,NA,NA,NA,1,0,NA,0,0,1,0,1,NA,NA,NA,1,177,61,NA,NA,,female,23
0,1,NA,NA,NA,NA,0,0,1,1,2,1,NA,NA,0,0,2,NA,0,0,1,NA,NA,2,NA,NA,1,177,56,33.05,-117.28,"What does saying &quot;supper&quot; have to do with it? Also, I have never heard of anyone eating water cress, but I do eat a lot of other vegetables.",male,29
0,1,NA,NA,NA,NA,0,0,1,0,2,0,0,1,0,2,2,0,1,0,0,NA,NA,1,NA,NA,1,170,61,52.13,5.29,,female,30
0,1,NA,1,0,NA,0,1,1,0,2,1,NA,NA,0,2,2,0,0,2,NA,NA,NA,1,NA,NA,0,182,108,45.48,-75.52,,male,17
0,1,NA,1,0,NA,0,1,1,0,1,1,NA,NA,NA,1,1,NA,0,0,0,NA,NA,1,NA,NA,0,182,119,41.32,-72.93,,male,23
0,1,NA,1,1,NA,1,NA,NA,1,2,2,NA,NA,0,2,2,0,0,2,NA,NA,NA,0,0,1,1,175,49,37.89,-122.3,,male,15
0,0,NA,NA,NA,NA,0,0,0,1,2,0,0,1,0,2,2,0,0,0,0,NA,NA,0,0,0,1,174,62,NA,NA,,female,25
0,1,NA,1,0,NA,0,0,1,1,1,1,NA,NA,NA,1,0,NA,0,0,1,0,1,NA,NA,NA,1,170,67,41.69,-72.72,"Does saying supper indicate fatness? Because if it does, fkn lol",male,24
0,1,NA,2,NA,NA,0,0,1,0,2,0,0,2,1,2,2,1,0,2,NA,NA,NA,2,NA,NA,1,167,57,53.35,-6.26,,female,17
0,1,NA,0,0,NA,0,0,0,0,0,1,NA,NA,NA,0,1,NA,0,0,0,NA,NA,0,0,0,0,162,77,39.32,-82.11,,female,17
0,1,NA,NA,NA,NA,1,NA,NA,0,2,2,NA,NA,1,2,2,0,0,0,0,NA,NA,1,NA,NA,1,172,68,29.68,-95.11,,male,31
0,2,0,1,1,NA,1,NA,NA,NA,1,1,NA,NA,NA,0,2,NA,0,0,2,NA,NA,2,NA,NA,1,193,59,30.55,-97.62,,male,18
0,1,NA,1,0,NA,0,0,1,0,1,0,0,2,NA,2,1,0,0,0,1,NA,NA,1,NA,NA,1,185,93,NA,NA,,male,21
0,1,NA,1,0,NA,0,0,1,1,1,1,NA,NA,NA,1,2,NA,0,0,0,NA,NA,2,NA,NA,1,175,79,39.61,-80.03,,male,35
0,1,NA,NA,NA,NA,1,NA,NA,1,2,0,0,1,0,1,2,NA,0,0,0,NA,NA,2,NA,NA,1,191,84,52.07,4.3,,male,20
0,1,NA,NA,NA,NA,0,1,2,0,2,0,0,2,0,2,2,1,0,0,1,NA,NA,1,NA,NA,1,177,56,34.78,-98.62,,male,20
0,1,NA,NA,NA,NA,0,0,1,0,2,1,NA,NA,0,1,2,NA,0,0,1,NA,NA,1,NA,NA,1,180,65,45.51,-122.78,,male,17
0,1,NA,NA,NA,NA,0,1,0,1,2,0,0,2,0,2,2,0,1,0,0,NA,NA,0,0,0,1,170,72,51.05,-114.07,,female,27
0,1,NA,NA,NA,NA,0,0,1,0,2,2,NA,NA,0,2,2,0,0,0,2,NA,NA,1,NA,NA,1,157,62,29.83,-95.67,,female,19
1,1,NA,1,0,NA,0,0,1,0,1,0,1,0,NA,1,2,NA,0,0,1,NA,NA,2,NA,NA,0,177,72,NA,NA,,male,16
0,1,NA,NA,NA,NA,0,0,1,1,2,1,NA,NA,0,1,2,NA,0,0,1,NA,NA,1,NA,NA,1,165,70,NA,NA,,female,32
0,1,NA,NA,NA,NA,1,NA,NA,0,2,0,0,0,0,2,2,0,0,0,2,NA,NA,2,NA,NA,1,195,88,NA,NA,,male,21
0,2,0,0,0,NA,0,0,1,NA,1,0,0,1,NA,2,1,0,0,1,NA,NA,NA,1,NA,NA,0,160,82,NA,NA,,male,18
0,1,NA,2,NA,NA,0,0,1,0,2,0,0,0,0,1,1,NA,0,2,NA,NA,NA,1,NA,NA,1,167,54,45.42,-75.7,,female,25
0,2,0,1,0,NA,0,0,2,NA,2,1,NA,NA,1,1,1,NA,0,1,NA,NA,NA,1,NA,NA,0,157,117,38.79,-90.29,,female,43
0,2,0,2,NA,NA,0,1,1,NA,2,2,NA,NA,0,2,2,0,0,2,NA,NA,NA,1,NA,NA,1,167,61,NA,NA,It says it was &quot;correct&quot; but was almost 40% too high. That seems very wrong to me. There is a huge difference in health between a BMI of 29 and of 21.,female,22
0,2,1,1,1,NA,1,NA,NA,NA,2,1,NA,NA,1,2,2,1,1,0,1,NA,NA,1,NA,NA,1,180,86,48.86,2.35,BMI is one of the most unreliable health trackers,male,22
0,1,NA,NA,NA,NA,0,1,1,0,2,2,NA,NA,1,1,1,NA,0,0,0,NA,NA,1,NA,NA,1,187,100,36.78,-119.42,,male,29
0,1,NA,NA,NA,NA,0,0,1,1,2,0,0,2,1,2,1,0,1,0,1,NA,NA,1,NA,NA,1,162,55,42.35,-71.19,i am vegetarian,female,23
0,2,0,2,NA,NA,0,0,1,NA,2,0,0,1,0,2,1,0,0,1,NA,NA,NA,1,NA,NA,1,167,61,38.84,-77.07,,female,30
0,1,NA,2,NA,NA,0,0,1,0,1,0,0,0,NA,1,1,NA,0,0,0,NA,NA,2,NA,NA,1,152,53,42.59,-83.6,"Cool! I don't really eat very healthily, and I'm only a decent weight because I eat very small quantities - so I thought for sure this quiz would peg me as overweight. Interesting to see that it didn't!",female,22
0,1,NA,2,NA,NA,1,NA,NA,0,1,1,NA,NA,NA,2,2,0,0,2,NA,NA,NA,1,NA,NA,0,167,93,NA,NA,,female,18
0,1,NA,NA,NA,NA,1,NA,NA,0,2,0,0,1,1,2,2,0,0,0,0,NA,NA,1,NA,NA,0,157,77,52.57,-0.24,,female,18
0,1,NA,1,0,NA,0,1,1,0,1,1,NA,NA,NA,2,2,0,0,0,2,NA,NA,0,2,NA,1,177,86,41.84,-71.39,,male,21
0,1,NA,NA,NA,NA,0,0,1,1,2,1,NA,NA,0,2,1,0,0,0,1,NA,NA,1,NA,NA,1,170,71,32.86,-117.2,,female,23
0,1,NA,2,NA,NA,1,NA,NA,0,1,0,0,0,NA,1,0,NA,0,0,0,0,2,NA,NA,NA,1,182,81,NA,NA,,female,26
0,1,NA,0,0,NA,0,0,0,0,1,1,NA,NA,NA,2,1,1,0,0,2,NA,NA,0,2,NA,0,190,170,45.42,-75.7,"I eat very healthy, but I live an exceptionally sedentary lifestyle.",male,30
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,,NA,NA
0,1,NA,NA,NA,NA,0,0,1,2,2,1,NA,NA,0,1,1,NA,0,0,0,NA,NA,1,NA,NA,0,172,96,NA,NA,,female,18
0,1,NA,1,0,NA,0,0,1,1,1,1,NA,NA,NA,1,1,NA,0,0,1,NA,NA,1,NA,NA,1,162,70,NA,NA,,female,22
1,1,NA,1,0,NA,0,0,0,2,1,0,0,1,NA,2,1,0,0,0,0,NA,NA,1,NA,NA,0,154,45,39.67,-104.89,,female,32
0,1,NA,1,0,NA,0,1,1,0,2,0,0,0,0,1,2,NA,0,2,NA,NA,NA,1,NA,NA,1,167,61,38.67,-90.32,,female,25
0,1,NA,1,1,NA,1,NA,NA,2,2,0,0,2,0,2,2,0,0,1,NA,NA,NA,2,NA,NA,0,185,111,52.38,-1.27,"I am mostly vegetarian, I just eat a lot and also weight lift which skews the results considerably.",male,2
0,1,NA,2,NA,NA,0,0,1,0,1,2,NA,NA,NA,2,1,1,0,1,NA,NA,NA,0,1,NA,1,182,88,NA,NA,,male,25
0,1,NA,1,0,NA,0,1,1,1,1,2,NA,NA,NA,2,2,0,0,0,1,NA,NA,1,NA,NA,1,170,68,35.95,-78.62,,male,22
0,1,NA,2,NA,NA,0,0,0,0,1,1,NA,NA,NA,2,1,0,0,0,1,NA,NA,1,NA,NA,1,185,97,41.32,-72.93,,male,24
0,1,NA,2,NA,NA,0,1,1,0,0,1,NA,NA,NA,1,2,NA,0,0,2,NA,NA,0,0,1,1,172,77,39.81,-74.28,,male,15
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,,NA,NA
0,1,NA,1,1,NA,1,NA,NA,0,1,1,NA,NA,NA,1,1,NA,0,2,NA,NA,NA,1,NA,NA,0,167,117,29.98,-99.15,,female,25
0,1,NA,NA,NA,NA,0,1,1,0,2,1,NA,NA,0,2,2,0,0,0,2,NA,NA,2,NA,NA,1,167,49,37.87,-122.27,,female,18
1,1,NA,0,0,NA,0,0,1,0,1,0,0,1,NA,2,2,0,0,0,0,NA,NA,2,NA,NA,0,185,65,53.41,-8.24,,male,18
0,1,NA,0,1,NA,0,1,1,0,1,1,NA,NA,NA,2,1,0,0,0,1,NA,NA,2,NA,NA,1,175,67,NA,NA,,male,23
0,0,NA,NA,NA,NA,0,0,0,1,2,1,NA,NA,0,0,2,NA,0,0,0,NA,NA,1,NA,NA,0,182,113,-27.47,153.02,,male,45
0,1,NA,0,0,NA,0,0,0,0,0,1,NA,NA,NA,0,1,NA,0,0,0,NA,NA,1,NA,NA,1,175,63,33.78,-83.4,,male,17
0,1,NA,0,0,NA,0,0,0,1,2,1,NA,NA,1,2,2,0,0,2,NA,NA,NA,0,0,0,0,182,105,36.14,-86.8,,male,54
0,1,NA,2,NA,NA,1,NA,NA,2,2,0,0,0,1,1,1,NA,0,1,NA,NA,NA,1,NA,NA,1,195,95,40.04,-75.54,,male,23
0,1,NA,2,NA,NA,0,0,1,0,1,2,NA,NA,NA,1,2,NA,0,0,2,NA,NA,0,0,1,1,180,74,24.75,46.9,,female,18
0,0,NA,2,NA,NA,0,1,2,0,1,1,NA,NA,NA,1,0,NA,0,0,0,0,1,NA,NA,NA,0,177,113,NA,NA,,male,20
0,1,NA,1,1,NA,0,0,1,1,1,1,NA,NA,NA,1,2,NA,1,0,0,NA,NA,0,0,0,1,187,93,57.71,11.97,,male,22
0,1,NA,1,0,NA,0,0,2,0,0,1,NA,NA,NA,0,2,NA,0,0,2,NA,NA,1,NA,NA,1,175,63,56.31,-3.01,,male,19
0,0,NA,NA,NA,NA,0,0,0,0,2,1,NA,NA,1,1,2,NA,0,0,0,NA,NA,1,NA,NA,1,167,58,NA,NA,,female,19
0,1,NA,2,NA,NA,1,NA,NA,1,1,0,0,0,NA,1,1,NA,0,0,0,NA,NA,2,NA,NA,1,177,74,NA,NA,,male,20
0,1,NA,0,0,NA,0,0,2,1,0,2,NA,NA,NA,0,1,NA,0,0,1,NA,NA,1,NA,NA,1,167,68,NA,NA,,female,22
0,1,NA,1,0,NA,0,1,1,0,1,2,NA,NA,NA,0,2,NA,0,0,0,NA,NA,1,NA,NA,1,177,72,NA,NA,,male,45
0,1,NA,1,0,NA,0,1,1,1,1,2,NA,NA,NA,1,2,NA,0,0,0,NA,NA,2,NA,NA,1,177,58,25.76,-80.19,,male,21
0,1,NA,1,1,NA,0,1,2,1,2,0,0,0,1,2,2,0,0,1,NA,NA,NA,2,NA,NA,0,190,124,NA,NA,,male,33
0,1,NA,1,0,NA,1,NA,NA,1,1,1,NA,NA,NA,2,1,0,0,0,1,NA,NA,1,NA,NA,1,180,63,NA,NA,,male,25
0,1,NA,0,0,NA,0,0,1,0,1,1,NA,NA,NA,1,1,NA,0,1,NA,NA,NA,1,NA,NA,1,172,58,NA,NA,,NA,NA
0,1,NA,NA,NA,NA,0,1,1,1,2,2,NA,NA,1,1,1,NA,0,0,0,NA,NA,1,NA,NA,1,193,106,NA,NA,,male,28
0,1,NA,NA,NA,NA,1,NA,NA,1,2,0,0,2,0,2,2,0,0,0,0,NA,NA,1,NA,NA,1,187,77,52.13,5.29,,male,22
0,1,NA,1,0,NA,1,NA,NA,0,2,1,NA,NA,1,1,2,NA,1,2,NA,NA,NA,2,NA,NA,1,193,94,31.98,-102.13,,male,38
0,1,NA,NA,NA,NA,0,1,1,0,2,1,NA,NA,1,1,1,NA,0,0,0,NA,NA,1,NA,NA,0,162,88,42.13,-72.44,,female,35
0,1,NA,NA,NA,NA,1,NA,NA,1,2,1,NA,NA,1,2,2,0,0,0,1,NA,NA,2,NA,NA,1,144,54,37.84,-122.28,"Many BMI scales don't go down to my height, so it's nice to have a calculator rather than a chart. Also right now I'm the heaviest I've ever been.rnrnCool survey!",female,28
0,1,NA,1,0,NA,0,1,2,0,0,1,NA,NA,NA,0,0,NA,0,1,NA,2,NA,NA,NA,NA,1,187,77,51.28,0.52,,male,26
1,1,NA,NA,NA,NA,0,0,1,2,2,0,1,1,1,2,2,0,0,0,0,NA,NA,2,NA,NA,0,190,86,NA,NA,,male,19
0,0,NA,0,0,NA,0,1,0,0,1,1,NA,NA,NA,0,1,NA,0,2,NA,NA,NA,1,NA,NA,1,200,107,NA,NA,,male,26
0,2,0,2,NA,NA,1,NA,NA,NA,0,0,0,0,NA,0,1,NA,0,0,2,NA,NA,1,NA,NA,1,187,87,NA,NA,,male,28
0,2,0,1,0,NA,1,NA,NA,NA,1,0,0,1,NA,1,2,NA,0,1,NA,NA,NA,2,NA,NA,1,165,58,NA,NA,,female,17
0,1,NA,1,0,NA,0,0,2,0,0,2,NA,NA,NA,2,1,1,0,0,2,NA,NA,1,NA,NA,1,175,61,39.58,-76.4,,male,16
0,1,NA,0,1,NA,1,NA,NA,0,1,1,NA,NA,NA,2,1,0,0,0,0,NA,NA,2,NA,NA,1,182,92,33.01,-96.89,,male,20
0,1,NA,2,NA,NA,0,1,1,0,2,1,NA,NA,0,1,2,NA,0,2,NA,NA,NA,1,NA,NA,1,160,60,50.99,-2.32,,male,15
0,0,NA,1,0,NA,1,NA,NA,1,1,0,0,0,NA,1,0,NA,0,0,1,0,1,NA,NA,NA,1,162,47,NA,NA,,female,21
0,1,NA,NA,NA,NA,0,0,1,2,2,0,0,2,0,2,1,0,0,0,2,NA,NA,1,NA,NA,1,162,52,32.78,-96.8,,female,32
0,1,NA,NA,NA,NA,0,0,1,2,2,1,NA,NA,0,1,2,NA,0,0,1,NA,NA,2,NA,NA,1,170,62,NA,NA,,female,22
0,1,NA,NA,NA,NA,1,NA,NA,2,2,1,NA,NA,1,2,2,0,0,0,1,NA,NA,2,NA,NA,0,187,115,NA,NA,"I am an outlier; I don't believe I messed up your study, just that bmi is garbage for people who lift seriously.rnrnI lift every day.",male,35
0,1,NA,1,0,NA,0,1,0,1,2,1,NA,NA,1,2,1,0,0,1,NA,NA,NA,1,NA,NA,1,170,68,40.8,-74.2,,female,19
0,1,NA,2,NA,NA,1,NA,NA,0,1,0,0,0,NA,2,1,0,0,0,1,NA,NA,2,NA,NA,1,172,58,48.14,11.58,is it SO hard to at least give me the option to give my weight and height in real-world units?,female,23
0,1,NA,1,1,NA,1,NA,NA,0,2,0,0,2,0,2,2,0,0,2,NA,NA,NA,2,NA,NA,0,190,120,53.46,-113.41,,male,33
0,1,NA,NA,NA,NA,1,NA,NA,0,2,1,NA,NA,0,2,2,0,0,0,1,NA,NA,1,NA,NA,1,157,54,51.05,-114.07,,female,18
0,1,NA,NA,NA,NA,1,NA,NA,0,2,2,NA,NA,1,2,2,0,0,0,2,NA,NA,1,NA,NA,1,162,58,51.05,-114.07,,female,21
0,1,NA,2,NA,NA,0,0,0,0,1,1,NA,NA,NA,2,1,0,0,1,NA,NA,NA,0,0,0,1,172,70,NA,NA,,female,23
0,1,NA,1,0,NA,0,0,2,0,1,1,NA,NA,NA,1,1,NA,0,0,1,NA,NA,0,0,1,1,172,68,41.97,-87.66,"Single, Caucasian, eat fast food 3-5 times a week",male,23
0,1,NA,0,0,NA,0,0,1,0,1,0,0,0,NA,0,2,NA,0,1,NA,NA,NA,2,NA,NA,1,175,83,42.28,-83.75,,male,21
0,1,NA,0,1,NA,0,0,2,0,1,1,NA,NA,NA,0,1,NA,0,0,2,NA,NA,1,NA,NA,1,180,77,52.36,-1.17,,male,61
0,1,NA,1,0,NA,0,0,0,0,1,1,NA,NA,NA,1,1,NA,0,0,1,NA,NA,1,NA,NA,1,182,78,NA,NA,,male,20
0,2,0,NA,NA,NA,0,0,0,NA,2,2,NA,NA,0,1,2,NA,0,0,1,NA,NA,1,NA,NA,1,160,66,42.92,-85.51,,female,31
1,1,NA,1,0,NA,0,0,0,0,0,1,NA,NA,NA,0,0,NA,0,0,1,0,0,NA,NA,NA,0,157,49,NA,NA,,female,24
0,2,0,2,NA,NA,0,0,0,NA,1,1,NA,NA,NA,1,2,NA,0,1,NA,NA,NA,1,NA,NA,1,180,65,52.19,-2.22,,male,19
1,2,1,0,0,NA,0,0,0,NA,2,2,NA,NA,0,2,2,0,2,NA,NA,NA,NA,0,1,NA,0,167,70,48.86,2.35,,female,23
0,1,NA,NA,NA,NA,1,NA,NA,0,2,1,NA,NA,0,2,0,0,0,0,0,2,NA,NA,NA,NA,1,167,61,41.72,-73.92,,female,19
0,1,NA,1,0,NA,1,NA,NA,0,1,2,NA,NA,NA,1,1,NA,0,0,0,NA,NA,1,NA,NA,0,160,90,NA,NA,,female,20
0,1,NA,0,0,NA,0,0,1,0,1,1,NA,NA,NA,1,1,NA,0,0,2,NA,NA,1,NA,NA,1,180,79,38.01,-84.49,,male,18
0,1,NA,1,0,NA,1,NA,NA,0,1,1,NA,NA,NA,1,1,NA,0,2,NA,NA,NA,0,0,1,1,180,65,51.05,-114.07,,male,17
0,1,NA,NA,NA,NA,0,0,1,1,2,1,NA,NA,1,2,2,2,1,0,2,NA,NA,1,NA,NA,1,170,68,41.45,-81.39,,female,20
0,1,NA,0,0,NA,0,0,1,0,1,2,NA,NA,NA,1,1,NA,0,0,0,NA,NA,1,NA,NA,0,167,90,40.26,-77.17,"Just so you know BMI has been proven to be total bunk.  I am indeed overweight but the Body Mass Index would call even Michael Phelps obese which is clearly not the truth.rnAlso, this survey does not account for picky eaters or those with food allergies.  I'm picky about my food and my boyfriend has some bad food allergies so we have to avoid things like dairy and soy and red meat.",female,23
0,1,NA,NA,NA,NA,1,NA,NA,1,2,1,NA,NA,0,2,2,0,0,0,2,NA,NA,1,NA,NA,1,160,52,32.93,-79.89,,female,33
0,1,NA,1,0,NA,0,0,1,0,2,0,0,2,0,2,2,0,1,1,NA,NA,NA,1,NA,NA,1,177,69,51.51,-0.13,,male,23
0,1,NA,NA,NA,NA,0,0,1,2,2,0,1,2,0,2,2,1,1,0,0,NA,NA,2,NA,NA,1,177,79,47.66,-122.34,,male,34
0,1,NA,2,NA,NA,0,1,1,0,1,1,NA,NA,NA,1,2,NA,0,0,1,NA,NA,0,0,0,1,162,49,33.18,-97.13,,female,31
0,1,NA,NA,NA,NA,1,NA,NA,0,2,2,NA,NA,0,2,2,0,0,0,0,NA,NA,0,0,0,1,152,49,43.33,-79.8,,female,23
0,1,NA,1,1,NA,0,0,0,0,1,1,NA,NA,NA,2,1,0,1,2,NA,NA,NA,0,1,NA,1,170,68,38.89,-77.07,,female,24
0,1,NA,1,0,NA,0,0,0,0,1,1,NA,NA,NA,0,1,NA,0,0,1,NA,NA,1,NA,NA,1,185,83,42.06,-87.69,,male,26
0,1,NA,2,NA,NA,0,1,2,0,0,0,0,0,NA,0,0,NA,0,0,1,1,1,NA,NA,NA,1,167,49,NA,NA,"Idk how I'm not heavier, either",female,NA
0,1,NA,2,NA,NA,1,NA,NA,0,0,1,NA,NA,NA,1,1,NA,0,0,0,NA,NA,1,NA,NA,1,160,53,NA,NA,,female,17
0,1,NA,1,0,NA,1,NA,NA,0,1,1,NA,NA,NA,1,0,NA,0,0,0,0,1,NA,NA,NA,1,182,79,43.78,-79.61,,male,23
1,1,NA,NA,NA,NA,0,0,1,0,2,1,NA,NA,1,1,2,NA,0,0,1,NA,NA,0,1,NA,0,167,61,39.1,-94.59,,female,26
0,1,NA,NA,NA,NA,0,0,0,0,2,0,0,0,0,2,2,0,0,0,1,NA,NA,1,NA,NA,1,177,81,NA,NA,,NA,NA
1,1,NA,0,0,NA,0,0,0,0,0,0,0,0,NA,0,2,NA,0,0,0,NA,NA,1,NA,NA,0,170,81,NA,NA,,male,16
0,1,NA,NA,NA,NA,0,1,0,2,2,1,NA,NA,0,1,1,NA,0,0,0,NA,NA,0,2,NA,1,182,84,29.75,-95.37,"I wish you had 5 options instead of 3 for each question. Additionally the question about amount of foods being &quot;baked&quot; accompanied by a picture of bread made me think of traditional baked goods, though I could also bake vegetables and meat... So there's that to consider.",male,28
0,1,NA,NA,NA,NA,0,0,0,2,2,1,NA,NA,0,2,2,0,2,NA,NA,NA,NA,2,NA,NA,1,165,70,NA,NA,,female,32
0,1,NA,NA,NA,NA,1,NA,NA,0,2,2,NA,NA,1,2,2,0,2,NA,NA,NA,NA,2,NA,NA,1,180,75,60.47,8.47,I'm not even fat,male,21
0,1,NA,0,1,NA,0,0,1,1,2,1,NA,NA,1,2,2,1,0,1,NA,NA,NA,1,NA,NA,0,157,99,NA,NA,,female,23
0,1,NA,NA,NA,NA,1,NA,NA,0,2,1,NA,NA,0,1,1,NA,0,0,1,NA,NA,2,NA,NA,1,182,64,NA,NA,,NA,NA
0,2,0,NA,NA,NA,0,1,1,NA,2,0,0,0,0,1,2,NA,0,0,1,NA,NA,1,NA,NA,1,167,63,48.59,21.1,,male,17
0,1,NA,0,1,NA,1,NA,NA,0,2,2,NA,NA,0,2,2,0,0,1,NA,NA,NA,1,NA,NA,1,172,63,43.8,-91.15,,female,25
0,1,NA,2,NA,NA,0,0,1,1,1,1,NA,NA,NA,2,0,1,0,0,2,1,2,NA,NA,NA,1,162,53,40.73,-73.99,,male,30
0,1,NA,2,NA,NA,1,NA,NA,0,1,1,NA,NA,NA,1,2,NA,0,0,0,NA,NA,1,NA,NA,1,177,73,NA,NA,,male,22
0,1,NA,NA,NA,NA,0,0,1,1,2,1,NA,NA,0,2,1,0,0,0,1,NA,NA,2,NA,NA,1,172,81,NA,NA,,female,18
0,1,NA,1,0,NA,0,1,2,0,0,1,NA,NA,NA,1,0,NA,0,1,NA,0,1,NA,NA,NA,1,175,72,38.79,-77.12,,male,26
0,1,NA,NA,NA,NA,0,0,1,1,2,1,NA,NA,0,2,2,1,0,0,1,NA,NA,0,0,1,1,180,81,40.8,-73.97,,male,33
0,1,NA,2,NA,NA,1,NA,NA,0,1,0,0,0,NA,1,0,NA,0,0,1,0,2,NA,NA,NA,1,180,70,42.36,-71.08,,male,24
0,1,NA,NA,NA,NA,1,NA,NA,1,2,0,0,1,0,2,2,1,0,0,1,NA,NA,2,NA,NA,1,175,64,NA,NA,,female,22
